id,date,section,title,body_text,word_count
uk-news/2021/dec/10/postmortem-tests-on-geronimo-the-alpaca-inconclusive-defra-says,2021-12-10,UK news,Geronimo owner 'fighting for truth' after inconclusive tests on alpaca,"The owner of Geronimo, the alpaca who was culled because officials believed he had bovine tuberculosis, has launched a fierce attack on the UK government after postmortem tests suggested he might have been clear of the disease after all. Helen Macdonald said she felt betrayed and continued to grieve deeply for Geronimo's '""senseless"" loss. ""It's a rollercoaster. No two minutes are the same. I feel grief, traumatic grief."" Geronimo was killed in August after years of court battles, protests and celebrity interventions, with the government insisting he had to die because he had twice tested positive for the disease. Macdonald, a veterinary nurse, argued that the testing process was flawed, and she and her supporters have been waiting for the results of postmortem examinations. On Friday the Department for Environment, Food and Rural Affairs (Defra) conceded it had not been possible to prove from the postmortem tests that Geronimo did have TB. Speaking at her farm in Gloucestershire, Macdonald became tearful as she recalled how Geronimo was taken away by government vets, supported by police officers, despite the efforts of supporters known as ""alpaca angels"" to guard the animal. ""He was tortured. Vets dragged him screaming to a horse box. If that was a person, they'd be up before the courts. You can't use the word murder because he wasn't human, but he was a sentient being."" Macdonald, who clutched a mug reading ""Beware, crazy alpaca lady"" as she spoke, said she could not bear to go into what had been Geronimo's pen, saying it felt like a crime scene. ""It brings back too many memories,"" she said. ""I'm going to carry on fighting for the truth. George Eustice [the environment secretary] has spent a ridiculous amount of taxpayers' money trying to prove this one alpaca had bovine TB, when we knew all along that he didn't, and ultimately, he personally ordered for Geronimo to be condemned to an unjust death. It is incredibly sad and personally devastating that the truth only emerges after the senseless death of Geronimo."" Defra claimed that an initial postmortem examination revealed the presence of what it believed were TB-like lesions - although Macdonald disputes this is what they were. The Animal and Plant Health Agency (APHA) has been trying to culture bacteria from these lesions but, it has now emerged, has been unable to do this. Defra argued this did not mean Geronimo was free of disease because he had twice tested positive while alive. The chief veterinary officer for the UK, Christine Middlemiss, said: ""This animal tested positive for bovine tuberculosis on two separate occasions using highly specific tests. Due to the complexity of the disease, further testing has not enabled us to use whole-genome sequencing to try to understand how the animal became infected in the first place."" Macdonald's supporters say the APHA was not able to culture bacteria from the tissue samples because there were no bacteria to do so. Iain McGill, a veterinary scientist who has advised Macdonald, said it was a ""very sad day."" He said he believed the failure to culture bacteria showed it was ""extremely unlikely"" that Geronimo had TB. Defra said bovine tuberculosis was one of the most significant animal health challenges that England faced, costing taxpayers more than £100m each year. In 2020 alone, more than 27,000 cattle had to be slaughtered to curb its spread.",561
commentisfree/2021/dec/13/women-trust-police-britain-domestic-abuse-policing,2021-12-13,Opinion,"As a women's rights lawyer, here's my manifesto for fixing Britain's broken system | Harriet Wistrich","After the murder of Sarah Everard by a serving police officer earlier this year, a dam burst. Women came out on to the streets of Britain to protest against male violence, only to be met with police violence. That dam is still flooding: at least 133 women in the UK have died at the hands of a man in 2021 so far. Countless more will have taken their own lives as a consequence of male violence. Women are tired of reading the names of the women killed by femicide each year, they are tired of reading about the increase in the reports of sexual violence and domestic violence, and they are tired of the failure of the criminal justice system to tackle the problem - as the virtual collapse of rape prosecutions over the past three years shows. But perhaps for the first time in living memory, tackling the pandemic of violence against women and girls (VAWG) is high on the political agenda. I have been working in this area since the 1990s - as a lawyer and founder of the Centre for Women's Justice (CWJ), which aims to change the structural disadvantage women and girls face across the criminal justice system. In the past five years alone, I have represented survivors of the serial rapist John Worboys in their action against the Metropolitan police, which failed to investigate him; represented Sally Challen and other women who killed abusive partners; and am currently involved in a super complaint about the failure to address police-perpetrated domestic abuse. However, in my experience, the attitudes of prosecutors and judges towards women are as bad as ever. While initial announcements from the government were kneejerk and ill thought through - such as undercover police officers in nightclubs or apps to track women's routes home - there may be substantial changes coming. This month, the government announced legislation that will put a new legal duty on local public bodies to tackle domestic abuse and sexual offences and has just announced plans for a new victim's law. Meanwhile, there is growing pressure to make VAWG part of the strategic policing requirement - which would bring it in line with other serious crimes such as organised crime and terrorism. Increasing the resources of police and other criminal justice agencies and making the tackling of VAWG a national strategic priority would certainly go some way to reversing the impact of austerity. A decade of underfunding has brought the criminal court system to its knees, with fewer specialist policing units, a dismantled probation service, fewer support services for women, and significant reductions in legal aid. However, the comparison with the policing of terrorism may strike a chilling chord for black, Asian and minority women and men who have been adversely affected by the government's Prevent strategy, aimed at identifying and disrupting potential recruits to terrorism, which has helped mainstream discrimination against them. Such cynicism about government intentions is further embedded by the discriminatory exclusion of migrant women from the protections offered in the recent domestic abuse bill, the attack on the right to public protest in the police, crime and sentencing bill, and the curtailing of routes to refugee status for women fleeing abuse under the nationality and borders bill. In October the home secretary, Priti Patel, announced a public inquiry into ""issues raised by the conviction of Wayne Couzens"". This could be an opportunity to undertake a deep, searching analysis of institutionalised misogyny within policing. However, the government's resistance to putting the inquiry on a statutory footing suggests the prime minister's promise to ""fix"" things in the wake",1388
commentisfree/2021/dec/22/tories-cake-stuffed-boris-johnson-covid-restrictions-freedom,2021-12-22,Opinion,The Tories said we could have our cake and eat it - now they are stuffed and voters are hungry | Rafael Behr,"Boris Johnson rose to the top by getting people to like him. His problems are the result of them subsequently getting to know him. There is no mask that has slipped, just a change in the light that gives a dark edge to the same features. It is often this way with leaders on the way down. The trait people dislike is the origin of previous appeal inverted. The stolidity that once recommended Theresa May and Gordon Brown turned robotic. The charm of Tony Blair and David Cameron went from smooth to slippery. With the current prime minister that trait is indifference to difficulty - meeting adversity with good cheer; solving problems by declaring them non-existent; clearing practical obstacles by leaps of the imagination. The ethos is expressed in Johnson's subversion of a famous proverb: ""My policy on cake is pro having it and pro eating it."" It has been a catchphrase of his for years, but it was the dilemmas posed by Brexit that turned it into a doctrine - cakeism. In the cakeist view, Britain could retain the benefits of EU membership without any obligation to European law. It meant leaving a trading bloc without loss of trade. It meant having different customs regimes for Great Britain and Northern Ireland without erecting a politically toxic customs border between them. ""I want you to see this as a cakeist treaty,"" Johnson said of the post-Brexit trade deal he signed in December 2020. A year later: there is no cake, Conservative MPs are hungry, and voters are abandoning the bakery. Europe is not the proximate cause of that discontent, but cakeism has evolved into a creed for the denial of all the choices that make governing difficult. It explains a ""levelling up"" agenda and a ""green industrial revolution"" that presuppose massive increases in public investment without offending Tory ambitions for a smaller state. It is the vain hope of limiting the spread of Covid infections without imposing restraints on individual freedoms. A cakeist pandemic strategy urges people to avoid mixing in crowds, without instructing them to stay away from shops and bars. It results in a cabinet meeting to debate new restrictions that concludes, after two hours, with a decision not to decide. It is the prime minister saying he ""will not hesitate to act"" as long as that action can wait until after Christmas. When Johnson was at the height of his powers he would prevaricate at leisure, comfortable in two minds or more, happy to make eager courtiers compete for his ear and hang on his decision. When the Covid crisis first struck, he used delay as a management technique, letting time and events winnow the options while ramping the urgency, until the lockdown decisions made themselves. Now, brought low by scandal and besieged by aspiring successors, inaction is the course imposed by an absence of authority over his party. Those are the different stages of cakeism, from insouciance to paralysis, via denial. At its core sits monumental arrogance - a feeling of superiority to forces that constrain the inferior class of politician who submits to history instead of mastering it. From that vanity it follows that rules are for the little people. Helmsmen of history are allowed to unwind over cheese and wine on the Downing Street terrace, even while the families of Covid victims hold funerals by Zoom. The prime minister might not have issued an explicit licence to flout lockdown rules in government, but none was needed. He radiates the entitlement to self-gratification and the pomposity that justifies it as fair recompense for a hard",952
commentisfree/2021/dec/12/do-we-really-want-to-live-in-a-culture-of-endless-blame-when-were-all-fallible,2021-12-12,Opinion,Do we really want to live in a culture of endless blame when we're all fallible? | Emma John,"There's a communal prayer of penitence that is often used in Church of England services. In it, worshippers confess that they have sinned against their fellow humans ""in thought, and word, and deed; through negligence, through weakness, through our own deliberate fault"". Concise yet powerful, it recognises the different ways we can harm each other. Sins of omission and of carelessness are no less damaging, or requiring of forgiveness, than those born of malice. We live in a period when our personal contributions to systemic injustice, many of them unintentional, are becoming increasingly obvious. Our new age of enlightenment has illuminated any number of dark corners that society has long failed (or refused) to notice. Cricket, the sport I love, has just endured a particularly punishing month of reckoning. First, Azeem Rafiq's public testimony against his former county, Yorkshire, forced the English game to admit that its anti-racism stance wasn't worth the T-shirts it was printed on. Then, right before the Ashes, Australia's then-captain admitted sending sexually explicit messages to a colleague. In both cases, players, coaches and commentators found themselves suddenly jobless, while the sport's administrators have scrambled, with little dignity, to contain the fallout. Rafiq said he had no interest in shaming individuals, but in exposing the culture of which their actions were a part. The fact that he was undermined with the revelation of antisemitic tweets from his past is symptomatic of our default position, to respond to calls for societal change with charges of hypocrisy. Each new sally in the culture wars requires its own forensic dig through social media. Each corresponding ""Gotcha"" moment detracts and distracts from the widespread need for justice, education and understanding that has inspired such powerful movements as Black Lives Matter and the #MeToo movement. Attitudinal and behavioural changes in our society are as rapid as they are overdue. Generations Z and Alpha will grow up with a far greater understanding than their predecessors of how insidious and widespread is the human instinct to ""other"" one another and how enshrined it is in our political systems and social networks. For anyone older, this is a time of reassessment. How many of us can honestly say we haven't laughed at comedy based on stereotypes we'd blench at now, whether it's our parents laughing at funny foreigners in 70s sitcoms or Rachel sniggering at the word ""homo"" in Friends? Given the insults that liberally littered schooldays past - girls calling each other ""retards"" or boys calling each other ""gay"" - who hasn't used language they'd cringe to repeat or stayed silent at something they would quickly denounce today? No wonder many feel defensive, threatened, overwhelmed: having good intentions, and being decent in our individual encounters, is no longer enough. We're living in an era when we're being asked to listen and learn in ways that many of us haven't done before. If it were easy to admit and apologise for our complicity in social ""norms"" that hurt others, we might have solved some of these problems. But even saying sorry for the smallest things can feel beyond us, especially under the scrutiny of social media that is quick to point the finger. While our first thoughts in these situations must be with the victims of injustice, it's possible to feel horror for the discrimination they've endured (and we've ignored) yet retain an instinctive sympathy for those caught in the crude spotlight of their own errors. Perhaps that's not an unselfish feeling. It's born of the utter surety that some of our own past thoughts, beliefs and utterances might not withstand such scrutiny, whether",1001
commentisfree/2021/dec/30/the-guardian-view-on-covid-in-2022-new-year-old-pandemic,2021-12-30,Opinion,"The Guardian view on Covid in 2022: new year, old pandemic | Editorial","In the battle with Covid, the year 2021 has turned out to be a reality check. Misleading claims at the start of the pandemic in 2020 that lockdowns would suffice to ""send coronavirus packing"" were replaced, at the start of the year, by another simplistic conceit that vaccinations would accomplish the same goal, enabling economic activity and social life to resume at full power. It has not turned out that way. An evolving and sometimes stop-start combination of national restrictions, individual behaviours and repeat vaccinations has kept the worst ravages under some control. Yet the spike in Omicron cases and this week's preparation for new hospitalisations show that the crisis is very finely balanced. As we bid farewell to the old year on Friday, it ought to be clear to all but the most dogmatic ideologues that 2022 will not be a shining new virus-free era. It will be another volatile mixture, not quite the same as 2021, but not so very different either. Boris Johnson always shies away from this truth. He dislikes giving bad news even when he is popular, and especially when he is not, as at present. He pretends that simple solutions are just around the corner, even when, as now, he can no longer count on his own party's support to implement them. That is why he has bet the farm on simply getting through the Christmas and new year season with a combination of modest and potentially contradictory policies but without bringing the NHS to its knees. He tells the public to party on, but at the same time to take regular tests; to act responsibly, but to splash the cash in bars; to observe private rules, but to spurn public ones. The essence of his policy is to cross his fingers and hope something turns up. It is desperately cynical. Mr Johnson does all this because he has lost his authority over Conservative MPs and the country. Lockdown and social distancing options are now closed off to him by the right wing of the Tory party. The vaccines route may soon become almost as prohibitive, because his party will oppose the necessary measures to incentivise the unvaccinated minority to comply. The reality is that Mr Johnson is more than ever reliant on the decency of others. If England comes through the holiday period infection spike, it will be thanks to the public, not to the prime minister. Just as he did earlier on in the pandemic, Mr Johnson has launched his latest policy with another airy promise that he knows he cannot keep. In times gone by he promised a world-beating contact tracing system by June 2020; it never happened. A month ago, to combat Omicron, he committed to a million booster jabs a day by this weekend; the target has never been met. Before the holidays, he said that people should take a test and socialise; all too often, those tests are simply unavailable. He is taking a tremendous risk. Mr Johnson is not alone in trying to balance public health caution with respect for the public's frustrations and fatigue. Nicola Sturgeon in Scotland, Mark Drakeford in Wales and Paul Givan in Northern Ireland are navigating these same issues. None have got everything right, and although the temptation to inflate small differences for political advantage is ever present - as Emmanuel Macron is also showing - most of the UK national governments are in approximately the same place on Covid because their publics are too. As 2022 dawns, the reality that we all remain in this together should guide them all.",599
commentisfree/2021/dec/23/omicron-covid-19-long-hauler,2021-12-23,Opinion,Don't dismiss Omicron as 'mild'. Take it from a Covid long-hauler | JD Davids,"On Wednesday, the New York Times - and others - published what appeared to be good news. ""Omicron infections seem to be milder, three research teams report"" read the headline. Many readers must have been relieved to see this news, especially with cases sky-rocketing even as the holiday season is in full swing. As someone living with post-viral conditions exacerbated by Long Covid, I read the story carefully. I noted the preliminary nature of the data from South Africa, Scotland and England, and the prediction that the greater infectiousness of Omicron would still likely land many people in hospitals already strained to capacity. But despite these caveats, I felt little relief or reassurance after reading the article. It contained no mention at all of Long Covid. Not one. This is not a benign oversight; it's a fundamental and dangerous misread of our global predicament and the future that awaits us. We've still got a lot to learn about Covid-19, including this new variant. But one thing we know for certain is that ""mild Covid"" can be debilitating and lead to long-term or permanent disease and disability. We now know that at least 10-30% of those who survive any Covid infection (from asymptomatic or ""mild""to severe) will go on to live with (and sometimes die from) long Covid - a long-term, lifelong, or even life-threatening or fatal, disabling chronic syndrome, the biological pathways of which are still largely unknown. Even before Omicron, the CDC estimates there have been at least 146.6m Covid infections in the United States alone - meaning at least 15 million people are estimated to have long Covid. And now, many formerly healthy people who now have long Covid face the Omicron wave made more vulnerable by conditions known to greatly increase risk of severe or fatal Covid - including long Covid-associated diabetes, strokes and lung disease. As Omicron entered the news in November, early reports from South Africa noted that many cases were mild. In some ways, this was utterly predictable - the nation has a relatively young population, and more severe disease often takes several weeks to develop. But the rapid dissemination of this speculation was not politically neutral. And the potential consequences are not mild at all. The ""mild"" theme was quickly picked up by leaders who have vowed to never repeat the lockdowns and other restrictions of previous waves. A faster-spreading strain in the lead-up to a holiday travel season in many areas of the world would have drastic economic implications. It also was an opportunity for dog whistles on ""herd immunity"", the bot-fueled and misguided notion embraced by some of the same forces promoting climate science denial: that preventing Covid-19 spread would become unnecessary or even harmful by delaying natural immunity or the evolution of a truly globally insignificant dominant strain. But Omicron, more resistant to vaccines and natural immunity, is driving a huge global wave of infection. Thus, even if there's a higher percentage of mild cases, we expect a terrible toll in mortality and strained health systems. One individual infection can rapidly spiral into a multi-generational tragedy, multiplied on a world scale. Any one young person's mild infection this Christmas could rapidly become their grandparent's demise. And few reports on Omicron even mentioned long Covid as a concern. If we were in the early, terrifying days of 2020, perhaps we could forgive the beleaguered general public and frazzled world leaders for not also referencing long Covid as a terrible consequence of a Covid surge. After all, those of us living with post-viral conditions - such as ME/CFS, dysautonomia, postural orthostatic tachycardia",1099
commentisfree/2021/dec/14/richest-countries-vaccine-hoarders-international-court-millions-have-died,2021-12-14,Opinion,The richest countries are vaccine hoarders. Try them in international court | Anthony Costello,"Millions more people will die from Covid-19 in the coming year, and most will be unvaccinated. The vaccines that could save millions of lives are not reaching the poor majority of the world's population. The contrast is stark: the current share of people fully vaccinated in high, upper-middle income, lower-middle income and low income countries is 69%, 68%, 30% and 3.5% respectively. The UK, Canada, Germany and other EU states have supported a deliberate policy to withhold vaccines from the poorest countries in the world, and defended an immoral and unethical economic system which places big pharma patents ahead of millions of lives. In this context, is the only option left to ask whether the states facilitating this might be prosecuted in the international criminal court, on the grounds of a crime against humanity? First let's consider the impact so far. The official statistics of global Covid deaths (5.2 million) greatly underestimate the real figures, which may already be more than 20 million deaths. In India, for example, analyses suggest that the real death rates are 10 times higher than the official figure of 400,000. Meanwhile, another study has found that more than 1.5 million children have been orphaned by the pandemic. The situation is dire, and yet one year after the discovery of multiple effective vaccines, we still face a vaccine apartheid. Patent-protected vaccines are sold at great profit to wealthy countries by a few pharmaceutical companies. The global vaccine price ranges from $2 (for AstraZeneca) to $37 per dose, with mRNA vaccines such as Pfizer/BioNTech and Moderna the most expensive. Between January 2020 and December 2021 the market capitalisations of Moderna rose from $6.9bn to $134bn; Pfizer from $206bn to $314bn; and BioNTech from $6.6bn to $84bn. It is clear that the existing efforts to distribute vaccines to poorer countries are not working. The Covax Advanced Market Commitment was set up in September 2020 by the Global Alliance Vaccine Initiative, in alliance with the World Health Organization, to accelerate the development and manufacture of Covid-19 vaccines, as well as diagnostics and treatments, and to guarantee rapid, fair and equitable access to them for people in all countries. Donor countries would thereby fund guaranteed volumes of vaccines from manufacturers to supply low- and middle-income countries. The Covax scheme's target was to deliver 2bn doses by the end of this month. And yet, by 5 December, well over a year since its launch, the Covax scheme had shipped only 669m doses to 144 countries, with just 250m donated to the poorest 95 countries at time of writing. Not only is it way off track, millions of vaccine doses donated to African countries have passed their expiry dates and have either been sent back or destroyed. In April 2021 the WHO established a Covid-19 mRNA vaccine technology transfer hub to try to speed up global manufacturing. All three mRNA vaccine manufacturers have refused to take part. If we want the world vaccinated with three doses, it will require the distribution of at least 20bn doses. Pfizer/BioNTech, whose vaccine requires ultra-cold storage that makes it difficult to distribute in low-income settings, predicts it will expand production to 4bn doses at best by the end of 2022. What can the world do when massive financial interests are placed before the survival of millions of men, women and children? There are several options. One is a patent waiver. A year ago India, South Africa, Kenya and Eswatini among others called for one, so that emerging economy companies were not under threat of future litigation. The USA and France eventually supported them. But Germany, Canada,",1011
commentisfree/2021/dec/09/the-guardian-view-on-the-downing-street-inquiry-serious-not-a-sham,2021-12-09,Opinion,The Guardian view on the Downing Street inquiry: serious not a sham | Editorial,"It is extremely tempting to dismiss the inquiry into last year's Downing Street Christmas parties as a phoney exercise that will produce a bucket of Whitehall whitewash. After all, the cabinet secretary, Simon Case, who is conducting the inquiry, was handpicked by Boris Johnson to be his principal civil servant only last year. And few prime ministers, least of all one as slippery as Mr Johnson, are in the habit of assigning such inquiries to people who could make life difficult for them. Mr Case may also have played a role in the events he is investigating. Although the Cabinet Office says Mr Case did not attend any of the Christmas ""gatherings"", it is not clear whether he was the source of the ""repeated assurances"" on which Mr Johnson relies to claim that there was no Christmas party in No 10 in 2020. Common sense suggests he may have been, and the paymaster general, Michael Ellis, twice failed to answer the question on Thursday. If he was indeed that source, and the inquiry concludes that there was no party, it will be a tainted finding. If he concludes that there was one, Mr Case's own head may be on the block. For these reasons, it would have been better to give the job to someone more clearly independent. Nevertheless, the Case inquiry should still be taken seriously - for the moment. It is the only show in town. It is investigating an event that has done enormous reputational damage to Mr Johnson's government. It is also unquestionably a high-stakes exercise. Mr Case has it in his power to produce a report that could force the fall of a prime minister. Labour and the SNP have said Mr Johnson should resign if he has lied. Several Conservative MPs, while remaining loyal for the present, have said the same. The ConservativeHome pressure group, which also backs the prime minister, said on Thursday that an eventual vote of no confidence in him is now more likely than not. Critics should therefore continue to hammer away at the issues that Mr Case is probing, but should do so with their eyes open. The opposition parties did this in the Commons on Thursday with some effect. Downing Street was forced to refer two more parties that were potential breaches of Covid rules to the inquiry, along with the notorious one on 18 December. Others may be added to the list in future, according to the inquiry's terms of reference, which were published on Thursday. This should happen now. There should be no wriggle room. The inquiry will have access to ""all relevant records"". This must include WhatsApp messages. On Thursday, the Electoral Commission revealed that Mr Johnson had used WhatsApp in November 2020 to ask - successfully - for the Conservative party donor Lord Brownlow to provide more cash for the refurbishment of his Downing Street apartment. This contradicts Mr Johnson's later claim to Lord Geidt, the independent adviser on ministerial interests, that he was unaware of Lord Brownlow's role as the donor. Lord Geidt must now decide if he has been lied to. It is a big call. But Mr Case must also secure his inquiry against any similar concealments. He must move fast to prevent evidence being deleted. Following Allegra Stratton's resignation on Wednesday, Mr Johnson may see this investigation as a device to identify further scapegoats. This is a real danger. Mr Johnson is fighting for his political life. That is why this investigation is a major test, not just of a desperate prime minister, but of the probity and independence of",645
commentisfree/2021/dec/15/mark-meadows-steve-bannon-contempt-congress,2021-12-15,Opinion,Trump's lackeys would rather defy US Congress than anger their old boss. Sad! | Lloyd Green,"Late Tuesday night, the House of Representatives voted to hold Mark Meadows, Donald Trump's fourth and final chief of staff, in criminal contempt of Congress. Whether Meadows is formally charged is now up to the justice department and a federal grand jury. If indicted, Meadows would be the second member of the Trump administration under a cloud of pending prosecution - alongside Steve Bannon, Trump's former campaign guru, who also played an integral role in the run-up to the 6 January riot at the US Capitol. For Bannon and Meadows alike, their challenges to the House special committee are a mixture of theatrics and political self-preservation. Both men yearn for a seat at Trump's righthand if a second Trump presidency comes to pass. Beyond that, they want to be heroes to the ex-president's base. Obviously, Meadows's task is more complicated. Before his latest change of heart, he had delivered thousands of pages of documents to the special committee, including emails and texts from Donald Trump Jr, the president's son, and Fox News's Sean Hannity and Laura Ingraham pleading for Trump to stop the riot. And then there are the revelations contained in Meadows's recent memoir, The Chief's Chief. There on the page, he admits that Trump had tested positive for Covid days before the first presidential debate. In other words, he and Trump engaged in a coverup that potentially jeopardized the life of Joe Biden. From the looks of things, Meadows is now engaged in a salvage operation. As for Trump, he has made his displeasure towards Meadows known, labeling him ""fucking stupid"" and damning his book as ""fake news"". Not surprisingly, sales of The Chief's Chief have languished, according to Amazon. Beyond that, Meadows looks ridiculous. Let's recap. Here, Meadows turned over reams of records to a congressional committee that has Trump in its crosshairs, and then belatedly refused to appear before that very same committee after publishing a book and spilling his guts. To top it off, Meadows has also invoked the doctrine of ""executive privilege"", despite the fact that Trump never asserted that claim on Meadows's behalf. Meadows's perorations are incoherent and craven. In contrast, Bannon has remained singularly defiant, going above and beyond the directives purportedly issued by Trump. According to Bannon, Trump had sought to limit the purview of Bannon's testimony and document production to non-privileged matters. Bannon, however, took that a step further, and stiff-armed the committee: no documents and testimony. For all intents and purposes, his motto is ""catch me if you can"", with an extended middle finger that all can see. Unlike Meadows, Bannon was not collecting a federal paycheck on 6 January - he had left the White House more than three years earlier. How Bannon's post-election communications with Trump could be covered by executive privilege remains unclear, a fact that has not escaped notice. As framed by the committee: ""There is no conceivable executive privilege claim that could bar all of the select committee's requests or justify Mr Bannon's flat refusal to appear for the required deposition."" Already, Bannon and Meadows have spawned at least one copycat - Peter Navarro, a Trump economic adviser who, in a book of his own, has cast Mike Pence as Brutus to Trump's Caesar. More to the point, according to published reports, Navarro recently defied a subpoena issued by a separate House select committee that is examining the Trump administration's response to Covid. In his letter to the committee, Navarro wrote that Trump told him to ""protect executive privilege and not let these unhinged Democrats discredit our great accomplishments"". Whether contempt charges will follow",903
commentisfree/2021/dec/15/booster-jabs-vulnerable-people-covid-vaccine,2021-12-15,Opinion,Booster jabs are vital - why is it so difficult for clinically vulnerable people to access them? | Frances Ryan,"If Boris Johnson is a betting man then he is putting it all on boosters. As the Omicron variant spreads throughout the UK, and early data shows three doses of the jabs are needed for protection, Johnson has announced a speed-up of the booster programme. All over-18s are eligible from Monday, with the aim of rolling out 1m booster jabs a day through GPs and even the army. It's a bold and necessary move but it would be naive to suggest it will be straightforward. Consider that the most jabs administered since the booster rollout began in September is a record of 699,192 on one day. The NHS website to book booster jabs had ""technical difficulties"" shortly after Johnson's televised address, on top of previous IT glitches. There have already been accounts of people struggling to access their booster over the past month due to vaccine shortages, as well marginalised patients - such as those in rural communities - not being able to get to large centralised vaccine centres miles from their homes. Most worryingly, large numbers of clinically vulnerable people are missing out on their booster. Take those whose health or age means they are unable to leave the house to go to a vaccine centre. Nearly two-thirds of housebound people are yet to receive their booster after many already stretched GPs opted out of delivering top-up jabs. That translates as about 300,000 of the most clinically vulnerable people in the country having not yet received their extra protection. In March, I reported how some people who were housebound were missing out on the first and second vaccines, and in an all too predictable tragedy it is happening again. I spoke to the family of an 81-year-old woman this week who missed out on her Covid jabs last year because she was unable to leave her home and her GP ""didn't have her down as housebound on the system"". After developing bedsores, she was admitted to hospital and caught Covid while there. Unvaccinated, she died soon after. ""Covid safety measures meant we had to have a funeral with no wake and the whole thing was just horrific,"" her granddaughter told me. ""My step-grandad sat there and cried and said, 'I just want to kiss her goodbye.'"" Elsewhere, immunocompromised patients report they are now missing out on additional doses of vaccines after confusion over who is eligible for a third dose followed by a booster jab. Some patients say their third dose has been wrongly recorded on their medical records as a booster jab, resulting in them being turned away. One woman with lupus, who has to take multiple medications to suppress her immune system, told me she's due her booster this week - but her GP can't give it to her because the system didn't record her third dose correctly. ""My GP is amazing - if she could find a way to give it to me she would - but the system just won't allow it."" Or consider infants, who have not even had their first vaccine dose. And leading scientists this week called for the vaccination of young children in a bid to tackle the new variant and keep schools open, with the Joint Committee on Vaccination and Immunisation (JCVI) said to be currently reviewing data on Covid jabs for children over five as a ""matter of urgency"". Remarkably, however, there has been no word on the need to specifically protect children with disabilities. Unlike other nations, such as the US, where vaccines have already been rolled out to children as young as five with no underlying health",897
commentisfree/2021/dec/23/this-christmas-there-will-be-no-traditional-pudding-after-11-years-i-have-finally-learned-my-lesson,2021-12-22,Opinion,"This Christmas there will be no traditional pudding. After 11 years, I have finally learned my lesson | Sue Wighton","Sometimes I'm slow to learn life's lessons. Never take an antibiotic on an empty stomach. Alternate water with wine if you don't want a hangover. Keep a spare battery in my guitar case. But I've finally learned that I am wasting my precious, and now limited, time making a Christmas pudding. Somehow at this time of the year, we all become overwhelmed with the urge to buy 10 kilos of mixed fruit, a gallon of strong drink and start going all Nigella Lawson or, so help me ... Ottolenghi! Some background. For years I had the honour of making the family Christmas pudding. It was a beauty too. You know the one - masses of mixed fruit, slivered almonds, lemon rind, stout, brandy - the works. This pudding was rock solid. If you had the misfortune of being shipwrecked on a desert island with no provisions, this dense pudding would sustain you for years. It had the heft of a medicine ball, and the richness of caviar, and I was always inordinately proud to turn it out of its calico cloth at Christmas lunch. It was usually accompanied by custard, cream and ice-cream of course. So I'm not sure why I never noticed that no one ever ate it. Well, I did (because I loved it). And usually that year's random guest at Christmas lunch (niece's long-forgotten boyfriend, stranded business associate, homeless person) ate it out of gratitude and obligation. Oh, they all dutifully ""oohed"" and ""aahed"", but that was the extent of it. Like when someone parachutes out of a plane. You can appreciate it, but you don't want to do it. I think in the early years, the only reason family members ate the pudding was to find the shiny threepences secreted within. In recent years thought the pudding (sans two portions) would then sit in my fridge till around August, when I would sorrowfully consign it to the bin with a thud. A few years ago, I took an unofficial poll of my family to discover that none of them actually liked the traditional Christmas pudding. Thanks for telling me, people. I worked it out - all up that's about 11 years, eight months, two days and six and a half hours of my life I'll never get back. Not to mention I would routinely spend the equivalent of the GDP of the federation of St Christopher and Nevis on the ingredients. So I asked them what they would like instead. The unanimous answer came back: Nana's custard slice. This is a family favourite my lovely Mum used to make. And maybe my chocolate pie. Got it. So this Christmas there will be no randoms at the Wighton Christmas lunch. (Am I allowed to be secretly glad?) And there will be no traditional Christmas pudding either. I'm seriously thinking about dropping the obligatory Christmas cake too (the Wightons don't seem to do ""fruit""). My daughter is now living close by so we've devised a special Christmas menu that would satisfy the Grinch himself. Be assured, we'll have lots of Christmas fare - ham, chicken, turkey (stuffed of course), maybe prawns, ""special"" salads, chocolates and lollies. There'll be bonbons of course (my daughter and I make them out of toilet rolls. This is a shared activity we discovered a couple of years ago when we forgot to buy bonbons. Such fun!), secret Santa, lashings of wine and merriment. And I must admit, Ottolenghi's spiced nuts are looking pretty tasty. But at the end of the lunch when people are clutching their straining stomachs and groaning with satisfaction, instead",642
